5ng_LIT_normal_auto_1CV
11,0093116760254
5,12180328369141
5,60393333435059
2,92277336120605
6,41887187957764
5,59592247009277
3,05933952331543
4,6478271484375
4,81710433959961
8,51624011993408
4,90584373474121
3,56698036193848
5,59940338134766
8,16788673400879
5,86504936218262
8,82425308227539
10,5246067047119
4,21490669250488
7,44719505310059
7,50494003295898
6,10953569412231
3,75189781188965
5,80050945281982
5,72504997253418
2,51388549804688
2,83493995666504
4,63104248046875
2,61483192443848
6,15444183349609
5,91146945953369
8,23426246643066
4,40983772277832
6,92465305328369
6,42032623291016
8,85372161865234
5,02481460571289
4,44655418395996
7,31756687164307
5,81707954406738
8,80775451660156
6,95552825927734
9,91852283477783
3,90012264251709
4,59553003311157
3,16314697265625
6,01119995117188
5,07376194000244
6,18767738342285
2,66571044921875
10,2330923080444
2,61139869689941
5,85198402404785
3,45072746276855
6,80332183837891
7,83290863037109
5,60081005096436
2,92649269104004
4,18374538421631
8,3137035369873
3,01141738891602
7,88929462432861
3,11803817749023
6,04498386383057
7,87057876586914
6,37044906616211
7,43818283081055
5,39660453796387
2,76813507080078
4,73537445068359
3,27105522155762
4,23798561096191
11,3806486129761
3,06720733642578
2,5059700012207
3,70912551879883
7,38751888275146
4,90236282348633
8,23178291320801
6,46641254425049
4,27114963531494
9,59939956665039
2,93359756469727
6,58769607543945
4,73361015319824
6,05721473693848
17,9831027984619
6,24980926513672
14,5925521850586
6,44035339355469
8,12673568725586
7,97462463378906
9,70323085784912
7,38863945007324
4,78219985961914
2,86879539489746
2,99172401428223
4,21953201293945
2,9883861541748
3,69111299514771
7,17945098876953
5,18527030944824
6,44049644470215
2,97555923461914
7,15723037719727
6,72382116317749
7,29310512542725
4,23214435577393
6,48770332336426
7,41338729858398
4,83560562133789
6,8629264831543
9,53350067138672
3,58433723449707
5,73902130126953
13,0072593688965
6,05130195617676
3,30700874328613
5,56201934814453
7,08777904510498
6,62140846252441
4,9639105796814
4,20881509780884
4,14140224456787
4,27699089050293
6,01534843444824
7,40313529968262
6,91723823547363
5,8666467666626
8,53931903839111
9,99507904052734
12,8452301025391
5,72972297668457
6,23779296875
5,24685382843018
7,5131893157959
11,7393493652344
5,87282180786133
2,97708511352539
2,97250747680664
5,80382347106934
6,03780746459961
5,45797348022461
10,2836489677429
3,01094055175781
7,28030204772949
8,96811485290527
15,0804758071899
6,8403959274292
6,58016204833984
2,98037528991699
4,11853790283203
3,16555500030518
13,7227058410645
6,74071311950684
4,02894020080566
7,84845352172852
3,11183929443359
4,87093925476074
6,40308856964111
10,9907627105713
3,57022285461426
7,26249217987061
5,62644004821777
3,08675765991211
4,0831446647644
6,21938705444336
6,10508918762207
3,69143486022949
3,7531852722168
3,06010246276855
5,8192253112793
7,40406513214111
7,97686576843262
3,65233421325684
7,27901458740234
3,1179666519165
13,2200956344604
3,08394432067871
3,26168537139893
9,32009220123291
3,30352783203125
4,58031892776489
5,22260665893555
3,30419540405273
7,09419250488281
11,8911743164063
5,53479194641113
5,67613840103149
5,81517219543457
6,02383613586426
8,0385684967041
8,41693878173828
7,36370086669922
7,46417045593262
6,18829727172852
5,98053932189941
5,59759140014648
4,11316156387329
3,37405204772949
6,35113716125488
4,87194061279297
4,52311038970947
14,8777961730957
3,7752628326416
6,26850128173828
8,43667984008789
6,24833106994629
6,87227249145508
3,57851982116699
11,0617637634277
8,4080696105957
3,92904281616211
3,77297401428223
5,65445423126221
3,10850143432617
6,56108856201172
5,76043128967285
9,89799499511719
4,1412353515625
4,31101322174072
5,40003776550293
7,44748115539551
5,24075031280518
3,78708839416504
7,13169574737549
7,37967491149902
2,73847579956055
8,49308967590332
7,19149112701416
5,09285926818848
3,23847532272339
4,09996509552002
11,6872310638428
5,86223602294922
6,29942417144775
7,31325149536133
8,77499580383301
7,32693672180176
6,75866603851318
4,4170618057251
2,87647247314453
8,69393348693848
2,41189002990723
5,37827014923096
3,09529304504395
6,91123008728027
3,34973335266113
10,6094360351563
5,73625564575195
4,53519821166992
3,14478874206543
7,49536752700806
3,66721153259277
9,64972972869873
6,48295879364014
3,42521667480469
7,1876049041748
6,47416114807129
5,51828145980835
3,63905429840088
7,63192176818848
9,20805931091309
3,37588787078857
5,63125610351563
6,8152904510498
11,0343456268311
6,03930950164795
3,43894958496094
4,92863655090332
3,1702995300293
6,16321563720703
6,05878829956055
6,74388408660889
3,37796211242676
7,53555297851563
5,89723587036133
3,53509187698364
2,93307304382324
2,92582511901855
4,4304370880127
2,99324989318848
2,95796394348145
4,88829612731934
6,14495277404785
6,36334419250488
5,62897920608521
7,79473781585693
4,25426959991455
5,99603652954102
8,79144668579102
6,05363845825195
7,95600414276123
5,93671798706055
3,8042426109314
7,6876163482666
5,41906356811523
2,98080444335938
2,98976898193359
2,59332656860352
7,1420431137085
4,38036918640137
6,68430328369141
3,0421257019043
5,27215003967285
6,62167072296143
5,88066577911377
9,00630950927734
6,50153160095215
3,91907691955566
3,17144393920898
5,6671142578125
3,32765579223633
6,95095062255859
6,83581829071045
3,47671508789063
4,25688028335571
4,60696220397949
15,6605958938599
5,79619407653809
6,69271945953369
9,89665985107422
2,93636322021484
3,9884090423584
3,29854488372803
7,97929763793945
2,90241241455078
2,9789924621582
4,81677055358887
6,17051124572754
9,42478179931641
7,37175941467285
6,54740333557129
8,45866203308105
6,86419010162354
2,5604248046875
7,23247528076172
7,02983140945435
3,81498336791992
3,61080169677734
2,9503345489502
7,99689292907715
5,35910129547119
5,5938720703125
6,32734298706055
3,77945899963379
7,27553367614746
8,98597240447998
3,55255603790283
3,71065139770508
3,50003242492676
10,2563858032227
4,09884452819824
4,45592403411865
5,75960874557495
3,29461097717285
6,80093765258789
2,94523239135742
2,63180732727051
10,1200342178345
4,38222885131836
3,09457778930664
3,34410667419434
3,31635475158691
5,66041469573975
4,05468940734863
4,39600944519043
11,1605167388916
5,56278228759766
5,06502389907837
4,28566932678223
9,09595489501953
6,2711238861084
6,22501373291016
2,9902458190918
10,0595235824585
5,57446479797363
9,16368961334229
2,48618125915527
5,9084415435791
2,9571533203125
6,58190250396729
5,48925399780273
2,88095474243164
16,8501853942871
3,3208966255188
5,48367500305176
6,4302921295166
3,94153594970703
5,94668388366699
7,89732933044434
3,28347682952881
8,20739269256592
4,55892086029053
9,64744091033936
2,72574424743652
11,2827777862549
7,64467716217041
4,22205924987793
7,42509365081787
6,69569969177246
3,02162170410156
5,31866550445557
7,26871490478516
8,97102355957031
8,0594539642334
8,69565010070801
2,95052528381348
2,73499488830566
6,02355003356934
2,3430347442627
6,8824291229248
3,01580429077148
5,43985366821289
5,34062385559082
3,03459167480469
7,21280574798584
6,94336891174316
4,51831817626953
4,19936180114746
6,69064521789551
2,96778678894043
3,22890281677246
3,8454532623291
5,98750114440918
6,33544921875
4,67929840087891
8,11443328857422
7,60083198547363
3,74917984008789
6,31065368652344
6,59687519073486
6,09545707702637
2,58078575134277
13,3407831192017
5,53901195526123
2,89220809936523
3,27081680297852
5,77993392944336
4,17780876159668
2,96611785888672
15,4178619384766
6,8702220916748
13,9147043228149
3,98573875427246
8,51185321807861
5,83157539367676
3,01632881164551
8,15215110778809
3,67306470870972
8,57925415039063
3,68809700012207
6,86242580413818
8,44202041625977
5,10249137878418
9,19120311737061
3,87639999389648
5,48278093338013
5,75118064880371
5,5633544921875
7,38792419433594
4,17122840881348
5,93051910400391
7,24272727966309
7,43608474731445
4,26936149597168
6,44708871841431
5,07186651229858
5,49044609069824
6,51614665985107
5,84578514099121
2,92568206787109
9,04510021209717
8,57744216918945
5,74829578399658
7,57741928100586
5,23700714111328
2,83923149108887
8,90786647796631
6,88605308532715
4,21545505523682
2,82750129699707
5,66353797912598
3,09438705444336
4,68025207519531
5,98416328430176
5,42111396789551
6,45111799240112
7,03725814819336
9,55214500427246
4,83705997467041
4,73089218139648
5,82833290100098
5,19849061965942
8,20865631103516
8,03885459899902
2,5944709777832
2,8773307800293
4,37602996826172
6,6453218460083
7,79542922973633
6,74982070922852
7,48138427734375
4,84218597412109
6,01167678833008
5,34102916717529
5,31694889068604
7,43002891540527
6,55975341796875
5,64098358154297
6,03218078613281
7,19563961029053
